sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
6057,98.83,0.379,1.95,1.08,243.7,244.72,1773.53,0.0032,3.116,76.37
6058,105.68,0.242,0.54,0.67,154.0,354.37,209.63,0.0021,0.399,13.52
6059,105.88,0.264,0.63,0.64,162.6,335.77,273.94,0.0025,0.489,19.31
6060,67.64,0.258,0.78,0.92,274.0,327.16,531.72,0.002,0.603,13.77
6061,250.12,0.106,0.78,0.63,246.6,422.15,200.73,0.0003,0.919,19.85
6062,187.01,0.17,2.25,0.74,193.2,266.38,713.99,0.0007,2.165,74.55
6063,109.99,0.388,1.03,0.43,189.7,240.64,779.31,0.0082,1.478,39.67
6064,163.07,0.489,2.34,0.44,166.3,195.73,1862.35,0.0107,4.881,171.42
6065,195.57,0.467,1.11,1.03,151.8,211.38,824.6,0.004,2.433,98.37
6066,144.98,0.339,2.09,0.54,216.8,227.45,1546.14,0.0047,3.973,100.32
6067,145.97,0.336,2.46,0.91,177.9,232.64,1498.88,0.0021,3.214,122.57
6068,180.6,0.369,1.67,0.76,270.2,203.11,1796.87,0.0032,5.011,114.05
6069,220.92,0.186,2.27,0.68,280.3,274.66,1148.76,0.0009,4.365,95.8
6070,161.6,0.241,2.58,0.68,203.4,248.71,1199.1,0.0016,3.44,101.71
6071,186.99,0.422,2.59,0.42,291.4,193.86,3284.75,0.008,10.02,216.44
6072,243.32,0.339,1.86,0.57,277.1,194.4,1692.55,0.0037,7.254,151.22
6073,231.49,0.129,2.16,0.41,157.1,343.93,434.45,0.0008,1.686,62.04
6074,65.69,0.238,0.89,0.58,179.3,350.58,379.67,0.0026,0.437,14.23
6075,256.07,0.288,1.23,0.73,253.1,229.92,997.42,0.002,3.921,91.52
6076,285.99,0.436,0.66,1.18,255.5,218.37,726.05,0.0028,3.487,72.47
6077,61.02,0.308,0.77,0.74,190.6,360.4,428.45,0.0039,0.44,14.04
6078,298.79,0.113,1.85,0.89,265.8,304.88,574.48,0.0003,2.785,62.05
6079,169.35,0.153,1.92,0.62,166.2,339.91,476.52,0.0007,1.368,48.97
6080,297.66,0.423,1.85,0.59,227.8,168.47,1818.24,0.0052,9.876,216.77
6081,139.99,0.273,2.31,0.96,271.3,214.09,1713.77,0.0016,3.996,79.05
6082,88.6,0.403,1.95,0.57,279.6,227.7,2224.87,0.0077,3.249,70.1
6083,182.44,0.183,1.98,0.48,271.1,286.48,1006.98,0.0013,2.964,66.7
6084,169.11,0.313,2.79,0.75,239.0,206.45,2017.19,0.0026,6.03,133.75
6085,114.0,0.379,0.51,0.81,150.5,249.96,288.47,0.0041,0.559,23.0
6086,221.01,0.441,1.09,0.83,279.5,170.59,1400.64,0.0038,4.578,103.59
6087,153.85,0.324,2.47,0.82,288.9,219.12,2548.82,0.0023,6.045,130.74
6088,286.54,0.401,1.62,1.02,220.2,175.37,1427.78,0.0027,7.223,178.62
6089,257.24,0.43,1.71,0.94,228.2,179.86,1757.34,0.0035,7.15,191.62
6090,132.93,0.222,2.43,0.98,156.6,277.27,815.63,0.001,1.848,74.99
6091,141.58,0.378,2.75,0.54,241.5,200.2,2590.74,0.0052,6.552,144.55
6092,172.4,0.357,0.59,0.68,248.6,264.93,507.29,0.0034,1.525,34.79
6093,239.62,0.467,1.08,0.71,212.6,208.21,995.33,0.0058,4.228,125.78
6094,294.49,0.106,1.1,0.77,188.4,379.3,226.88,0.0003,1.08,34.45
6095,171.12,0.443,2.25,0.75,284.4,178.88,2852.82,0.005,7.956,173.85
6096,87.77,0.389,1.19,0.85,253.3,275.06,1228.07,0.0044,1.848,40.11
6097,133.22,0.265,2.2,0.47,274.0,256.64,1737.68,0.0031,3.599,79.84
6098,164.18,0.31,2.21,1.16,283.5,207.28,1985.37,0.0014,4.962,118.19
6099,259.0,0.228,2.62,0.99,216.2,216.35,1356.93,0.001,5.065,169.5
6100,75.43,0.101,2.84,0.61,249.4,462.7,707.5,0.0004,0.957,22.55
6101,122.86,0.448,0.7,0.82,185.0,243.3,556.73,0.0055,1.136,37.64
6102,252.98,0.153,2.31,0.97,171.4,280.91,691.99,0.0004,2.573,95.07
6103,187.17,0.301,1.29,0.95,192.8,248.84,796.83,0.0017,2.359,69.76
6104,171.52,0.251,1.99,0.41,223.9,281.41,992.87,0.0027,3.117,82.91
6105,126.48,0.432,0.76,0.77,250.3,239.36,807.38,0.0049,1.574,42.87
6106,77.48,0.193,0.77,1.19,185.3,348.69,293.37,0.0009,0.41,11.93
6107,121.32,0.173,2.96,1.09,204.6,313.27,1071.21,0.0006,2.244,61.76
6108,218.82,0.431,1.54,1.04,205.0,181.45,1478.31,0.0034,4.88,162.07
6109,151.32,0.358,2.27,1.09,278.2,212.06,2418.68,0.0021,5.937,127.91
6110,272.73,0.433,2.29,1.0,271.1,161.47,2833.83,0.0034,12.5,267.88
6111,173.82,0.229,0.87,0.57,170.2,308.27,319.76,0.0017,1.038,34.09
6112,213.63,0.365,2.53,0.43,269.2,183.04,2354.15,0.0053,8.732,191.08
6113,239.45,0.425,0.78,0.99,289.9,227.01,1044.62,0.0034,3.899,82.16
6114,298.82,0.213,2.61,0.89,204.9,218.85,1108.59,0.0009,5.779,161.94
6115,62.94,0.432,1.93,1.02,251.2,262.97,2297.93,0.0053,2.293,54.45
6116,271.85,0.344,2.86,0.85,225.1,184.62,2145.63,0.0024,11.0,263.6
6117,89.74,0.444,2.75,1.09,241.3,200.27,3097.44,0.0049,4.288,108.83
6118,167.6,0.321,1.87,0.53,267.5,213.2,1677.49,0.0039,4.571,107.05
6119,249.74,0.16,1.66,0.64,210.2,289.72,558.34,0.0008,2.318,64.98
6120,87.8,0.326,1.35,0.57,299.8,290.26,1232.98,0.0051,1.932,39.73
6121,223.32,0.244,1.56,0.87,199.0,264.6,731.14,0.0013,2.764,86.73
6122,104.35,0.401,1.16,1.04,267.6,238.78,1240.79,0.0039,2.099,47.61
6123,91.05,0.13,1.04,1.18,175.5,469.59,247.1,0.0004,0.395,12.03
6124,224.59,0.27,1.09,1.07,174.7,269.06,521.37,0.0013,2.066,68.47
6125,141.35,0.351,2.24,0.87,285.5,220.7,2152.42,0.0031,5.301,118.0
6126,182.54,0.333,1.31,0.98,164.7,230.73,738.23,0.0019,2.115,84.32
6127,57.89,0.287,1.14,1.1,212.1,324.37,662.89,0.0024,0.632,17.75
6128,219.54,0.486,1.02,0.92,189.8,202.96,1045.99,0.0045,2.927,108.01
6129,133.4,0.171,2.54,0.87,259.3,329.19,1075.95,0.0006,2.618,60.26
6130,223.6,0.335,1.99,1.17,262.6,190.69,1799.37,0.0017,6.67,149.64
6131,60.02,0.316,2.73,0.44,280.0,278.08,2374.75,0.0068,2.396,51.52
6132,50.43,0.459,2.37,0.63,167.1,230.44,1870.89,0.0101,1.653,56.45
6133,72.16,0.47,2.71,0.87,226.2,223.53,2989.95,0.0071,3.823,84.48
6134,92.52,0.186,2.96,0.8,272.4,317.52,1531.65,0.0011,2.377,53.87
6135,278.45,0.31,1.54,0.98,218.4,210.19,1100.58,0.0018,4.736,137.63
6136,192.86,0.11,2.49,0.5,280.8,332.04,759.77,0.0004,2.555,56.26
6137,140.01,0.172,1.52,0.52,257.9,296.88,670.62,0.0011,1.621,36.57
6138,69.56,0.472,1.02,1.07,163.6,267.55,900.48,0.0059,1.022,32.13
6139,94.1,0.114,1.31,0.74,248.9,486.82,361.3,0.0005,0.538,13.98
6140,287.79,0.359,2.19,0.82,192.3,185.29,1433.53,0.0029,8.2,239.29
6141,118.2,0.377,1.18,0.92,195.0,262.47,818.15,0.0033,1.728,50.99
6142,249.7,0.497,2.84,0.44,188.6,160.16,2636.38,0.0103,10.032,329.87
6143,195.49,0.12,1.7,0.7,203.4,373.91,431.2,0.0004,1.259,38.73
6144,74.6,0.369,1.33,0.62,205.7,252.19,1022.71,0.0062,1.245,38.32
6145,229.68,0.118,1.97,1.17,244.3,320.94,566.56,0.0002,2.142,45.04
6146,280.99,0.252,2.96,0.83,182.7,207.01,1360.39,0.0014,6.433,208.28
6147,187.07,0.152,0.73,0.93,258.7,360.87,293.45,0.0004,0.923,20.54
6148,105.65,0.396,1.56,0.71,158.9,221.61,1016.82,0.0051,1.732,60.96
6149,198.6,0.479,2.8,0.56,164.9,169.37,2124.11,0.0069,7.549,260.23
6150,294.73,0.402,2.56,0.9,229.3,166.7,2316.14,0.0031,10.391,309.1
6151,251.32,0.268,1.22,0.59,169.8,252.29,528.88,0.002,2.48,74.85
6152,239.82,0.179,2.4,0.51,298.3,273.81,1251.18,0.0011,5.406,98.64
6153,163.18,0.156,1.7,0.93,205.7,311.23,552.3,0.0004,1.478,42.78
6154,181.9,0.234,1.36,1.08,290.1,282.15,882.37,0.0009,2.884,56.66
6155,218.02,0.362,2.77,1.07,158.3,163.22,1383.77,0.0021,5.434,228.69
6156,203.66,0.183,2.01,1.09,152.9,284.2,562.5,0.0005,1.871,78.78
6157,190.69,0.303,0.72,1.17,202.1,255.65,428.96,0.0013,1.322,36.68
6158,222.13,0.447,0.64,0.79,212.1,201.82,579.41,0.0043,2.282,62.59
6159,201.65,0.105,1.41,0.4,174.8,405.66,280.69,0.0004,0.893,28.91
6160,97.25,0.146,1.33,0.84,298.3,365.6,531.94,0.0007,0.913,19.12
6161,210.61,0.342,1.63,0.52,266.8,211.05,1664.46,0.0039,4.923,114.56
6162,251.63,0.237,2.67,1.17,274.5,204.62,1748.52,0.0008,7.112,152.72
6163,56.93,0.294,2.35,1.17,276.6,304.28,1906.23,0.0023,1.79,38.15
6164,84.64,0.419,2.76,0.65,281.5,220.29,3212.29,0.0068,4.671,94.39
6165,154.04,0.384,1.35,1.08,279.8,226.38,1430.14,0.0024,3.361,73.72
6166,175.49,0.13,2.68,0.63,150.3,346.9,557.98,0.0005,1.52,64.29
6167,133.92,0.119,2.33,0.68,200.8,365.73,535.02,0.0005,1.24,35.58
6168,255.96,0.152,1.89,0.51,157.4,313.62,425.89,0.0008,1.765,77.96
6169,254.74,0.101,1.53,0.92,277.9,368.83,434.29,0.0002,1.787,40.8
6170,101.31,0.287,2.91,0.95,213.7,251.17,1758.42,0.002,2.947,75.49
6171,59.68,0.39,2.33,0.9,276.1,253.67,2450.28,0.0049,2.431,54.12
6172,270.89,0.296,1.31,0.78,198.8,212.75,705.67,0.0017,3.365,112.98
6173,64.32,0.425,1.07,0.6,239.9,271.5,1166.24,0.0093,1.168,29.3
6174,201.59,0.146,0.7,0.96,255.0,364.16,229.92,0.0004,0.891,19.85
6175,179.28,0.42,0.94,0.66,228.2,230.0,880.98,0.0052,2.826,73.85
6176,166.28,0.319,2.99,0.88,182.8,209.74,1791.55,0.0022,4.753,158.64
6177,256.33,0.316,1.43,1.11,289.1,202.61,1309.57,0.0014,5.427,105.9
6178,75.22,0.209,1.86,0.58,252.9,326.88,977.29,0.0022,1.335,28.56
6179,54.84,0.119,2.49,0.73,296.5,490.31,869.68,0.0006,0.869,13.43
6180,64.93,0.15,1.56,0.91,189.7,376.08,458.62,0.0007,0.53,13.66
6181,260.12,0.243,1.87,0.89,166.7,205.73,700.34,0.0012,3.187,113.79
6182,74.84,0.128,2.12,1.15,253.2,401.47,646.99,0.0004,0.866,20.11
6183,174.74,0.472,1.84,1.02,163.2,169.56,1495.49,0.0037,4.297,154.52
6184,197.61,0.216,1.85,0.97,267.7,247.48,1101.52,0.0008,3.449,79.4
6185,57.48,0.425,1.1,0.79,262.2,275.66,1144.85,0.0069,1.202,28.13
6186,282.81,0.439,2.69,0.69,298.1,155.34,3686.89,0.005,16.957,330.58
6187,121.49,0.435,1.68,0.89,270.1,210.22,2005.16,0.0046,4.547,85.6
6188,240.11,0.146,2.33,0.64,208.2,282.3,694.28,0.0006,2.81,79.89
6189,213.4,0.219,1.03,0.97,243.6,290.39,562.56,0.0008,1.889,51.68
6190,100.91,0.302,1.66,0.91,160.9,289.64,797.02,0.0026,1.35,49.62
6191,95.96,0.117,2.5,0.56,190.5,437.34,575.85,0.0006,0.931,29.22
6192,256.76,0.175,2.95,0.59,172.5,257.64,807.19,0.0009,3.698,139.08
6193,233.56,0.461,2.55,0.83,298.7,147.7,3931.62,0.0049,13.541,271.51
6194,92.18,0.337,1.54,0.71,169.1,241.33,816.86,0.0039,1.458,43.9
6195,82.88,0.22,0.61,0.56,198.7,369.86,272.56,0.0023,0.383,10.25
6196,210.97,0.279,1.62,0.87,189.4,224.99,962.11,0.0016,3.182,100.67
6197,290.6,0.395,2.77,0.49,168.1,157.15,1887.16,0.0053,8.711,279.94
6198,115.48,0.394,2.61,0.53,178.9,197.03,1767.04,0.0072,3.601,115.38
6199,93.9,0.245,0.87,0.47,186.4,341.31,428.82,0.003,0.597,20.77
6200,254.67,0.113,1.61,0.91,193.7,359.69,361.61,0.0002,1.438,47.3
6201,112.17,0.213,1.01,0.6,183.8,316.06,401.51,0.0018,0.839,23.93
6202,254.53,0.29,1.26,1.16,285.9,232.51,992.95,0.0014,4.719,95.11
6203,179.5,0.438,1.16,0.94,255.2,211.34,1254.29,0.0042,4.227,96.3
6204,228.25,0.212,1.72,0.7,155.8,269.59,577.87,0.0011,2.257,86.53
6205,107.22,0.125,2.37,0.63,232.4,404.58,738.85,0.0006,1.299,32.45
6206,238.06,0.5,2.66,0.57,294.2,163.95,3602.98,0.0078,15.808,306.95
6207,240.08,0.147,2.72,0.57,234.7,262.99,1027.53,0.0007,3.661,94.5
6208,187.39,0.436,1.0,0.95,207.9,210.22,950.46,0.0036,2.937,90.72
6209,94.65,0.457,2.14,0.78,218.6,206.86,2091.7,0.0073,3.348,91.22
6210,70.28,0.303,2.19,1.15,262.6,293.48,1779.6,0.0024,2.121,46.45
6211,134.05,0.499,1.66,1.01,272.1,190.33,2291.18,0.0055,4.976,110.0
6212,91.07,0.332,1.86,1.15,293.6,270.72,1851.87,0.0026,2.876,50.65
6213,116.03,0.475,2.59,0.54,187.9,180.65,2114.57,0.0102,4.625,137.99
6214,50.39,0.237,2.82,1.01,210.2,340.69,1409.85,0.0019,1.2,35.37
6215,142.43,0.21,1.48,1.16,285.8,283.69,913.99,0.0007,1.947,44.79
6216,149.63,0.273,2.33,0.88,272.5,258.5,1689.41,0.0017,4.287,92.23
6217,95.74,0.139,1.07,0.6,205.6,460.44,302.89,0.0008,0.479,14.71
6218,190.4,0.18,1.73,0.62,163.0,292.0,517.13,0.0009,1.576,65.94
6219,126.16,0.292,1.09,0.82,268.1,271.3,860.49,0.0021,1.743,39.94
6220,285.13,0.204,1.91,0.7,190.7,268.23,754.99,0.0011,3.756,119.62
6221,179.36,0.49,1.82,0.65,217.0,179.81,1758.84,0.0066,5.718,150.16
6222,274.26,0.202,1.4,1.01,162.3,266.81,480.71,0.0007,2.137,77.22
6223,240.37,0.473,2.34,0.82,292.6,160.28,3333.3,0.005,12.353,249.19
6224,147.35,0.476,2.35,0.95,214.0,175.65,2364.05,0.0043,5.84,156.06
6225,136.0,0.117,0.52,1.1,246.2,464.28,152.2,0.0003,0.354,8.58
6226,283.81,0.198,2.46,1.19,154.4,227.11,677.67,0.0006,3.603,132.57
6227,263.49,0.469,2.33,0.72,237.5,172.4,2603.82,0.0052,11.124,275.88
6228,149.71,0.309,1.21,0.79,205.6,259.43,712.04,0.0022,1.952,48.48
6229,240.73,0.113,2.41,0.73,232.7,329.3,646.92,0.0003,2.57,65.17
6230,246.59,0.285,1.6,0.6,246.6,224.06,1169.9,0.0024,4.73,109.4
6231,158.99,0.324,0.62,0.87,163.3,247.33,331.11,0.002,0.851,33.55
6232,89.44,0.396,2.25,0.86,291.7,217.76,2510.08,0.005,4.081,73.55
6233,263.33,0.165,2.86,0.91,268.7,238.41,1349.45,0.0005,5.472,134.28
6234,171.98,0.333,0.66,1.09,280.0,262.82,604.33,0.0018,1.913,35.61
6235,183.6,0.265,1.55,0.56,256.2,226.36,992.15,0.0023,3.03,77.15
6236,170.75,0.345,1.65,0.66,267.3,213.8,1574.09,0.0032,4.587,89.16
6237,206.43,0.14,1.98,1.19,263.0,316.66,729.28,0.0003,2.465,55.23
6238,62.26,0.301,2.12,0.74,234.5,281.39,1490.66,0.0039,1.395,41.69
6239,133.85,0.472,1.35,1.18,150.3,210.08,1017.57,0.004,2.075,83.6
6240,56.09,0.13,1.86,1.07,159.5,471.65,383.72,0.0005,0.332,13.17
6241,82.57,0.417,1.69,0.83,206.2,230.63,1456.95,0.0057,1.973,59.71
6242,138.7,0.329,1.78,0.93,179.1,251.23,1059.77,0.0024,2.423,88.45
6243,164.77,0.443,1.63,1.15,196.1,202.63,1444.82,0.0033,4.043,116.11
6244,129.58,0.385,2.98,0.54,212.6,199.89,2416.45,0.0054,5.423,151.85
6245,133.28,0.449,1.49,0.61,200.4,206.58,1373.68,0.0066,3.358,90.17
6246,125.77,0.361,0.91,0.92,162.2,272.39,496.56,0.0031,1.144,43.55
6247,176.48,0.307,2.3,1.1,240.4,219.32,1824.92,0.0016,4.848,130.03
6248,296.47,0.132,0.59,1.07,272.9,372.57,217.04,0.0003,1.066,24.43
6249,139.99,0.16,2.22,1.05,231.7,346.55,834.72,0.0005,1.797,55.64
6250,185.85,0.21,2.51,0.66,246.6,248.36,1295.49,0.0012,3.973,94.64
6251,127.52,0.496,3.0,0.79,267.7,163.92,3881.26,0.0062,7.995,198.88
6252,106.17,0.469,1.11,0.45,262.7,220.48,1265.83,0.0106,2.372,56.77
6253,151.85,0.341,0.74,1.11,270.9,255.04,643.24,0.002,1.595,37.32
6254,298.63,0.296,1.56,0.54,185.9,209.88,936.14,0.0027,4.066,136.65
6255,267.35,0.202,1.77,0.56,265.6,261.22,1110.5,0.0013,4.35,99.13
6256,291.57,0.262,1.65,0.89,218.0,199.3,903.34,0.0014,4.891,118.31
6257,112.94,0.236,1.66,0.44,283.3,299.36,1132.02,0.0031,2.0,40.88
6258,233.51,0.215,2.02,1.13,211.6,257.39,926.48,0.0008,3.448,101.75
6259,264.65,0.4,2.09,0.59,250.6,176.04,2050.08,0.0043,9.714,234.33
6260,150.3,0.173,1.71,0.62,188.3,335.78,531.0,0.0008,1.398,45.15
6261,173.66,0.269,2.55,0.54,249.6,237.63,1714.39,0.0025,5.209,114.98
6262,296.21,0.114,0.59,1.08,233.5,393.11,163.81,0.0002,0.777,21.35
6263,108.48,0.385,1.12,0.77,162.8,239.42,781.98,0.0044,1.145,49.89
6264,142.42,0.21,2.42,1.03,222.5,297.77,1059.96,0.0009,2.782,75.99
6265,129.19,0.267,0.83,1.08,246.6,284.9,566.1,0.0014,1.155,31.27
6266,297.46,0.235,0.75,0.99,263.6,262.66,442.52,0.001,2.146,51.38
6267,78.22,0.221,0.68,0.79,194.5,347.12,277.37,0.0019,0.375,11.58
6268,238.33,0.353,0.58,1.19,246.4,237.97,497.02,0.0019,2.117,45.67
6269,59.83,0.472,0.84,1.08,199.6,285.77,761.1,0.0064,0.846,24.1
6270,191.54,0.223,1.08,0.54,275.8,284.13,748.62,0.0016,1.963,44.68
6271,140.18,0.196,2.12,0.89,194.9,296.18,820.22,0.0008,1.887,54.36
6272,203.63,0.452,1.11,0.55,176.0,207.17,829.52,0.0062,3.107,101.6
6273,85.3,0.425,0.71,1.0,156.4,251.35,486.3,0.0052,0.645,23.57
6274,218.4,0.174,2.73,0.79,264.0,227.46,1283.62,0.0006,4.463,107.4
6275,263.6,0.148,2.4,0.56,151.8,289.07,516.93,0.0007,2.456,97.68
6276,71.17,0.23,1.13,0.88,231.2,362.91,613.26,0.0019,0.685,18.58
6277,127.07,0.261,2.39,0.98,262.3,266.36,1665.16,0.0015,3.573,80.85
6278,193.43,0.358,2.92,1.1,266.6,180.79,2984.67,0.002,9.03,192.49
6279,232.16,0.457,0.94,0.6,278.5,189.47,1294.11,0.0067,4.282,100.81
6280,110.83,0.48,2.31,0.47,183.4,182.18,2127.16,0.011,3.649,125.42
6281,276.46,0.244,0.8,0.5,290.1,240.96,503.29,0.0023,2.633,57.02
6282,170.15,0.471,1.69,0.71,237.2,186.55,2034.09,0.0056,5.616,127.64
6283,215.32,0.21,2.43,0.73,209.8,255.02,1049.51,0.0012,4.0,112.54
6284,84.22,0.292,2.86,1.05,296.0,255.53,2585.26,0.0022,3.39,70.32
6285,75.32,0.405,1.31,0.46,178.5,267.6,1009.87,0.0105,1.23,36.98
6286,50.22,0.211,0.95,0.46,222.6,401.98,456.32,0.0031,0.365,9.71
6287,101.03,0.198,1.91,0.7,224.3,340.21,853.33,0.0015,1.436,35.42
6288,253.35,0.187,2.32,0.43,291.4,242.84,1300.52,0.0016,5.204,109.27
6289,257.63,0.179,0.59,0.42,248.7,328.13,291.52,0.0013,1.102,25.76
6290,211.93,0.356,2.61,0.75,283.5,196.27,2878.16,0.003,8.85,210.74
6291,229.78,0.312,1.98,1.02,202.7,212.99,1251.64,0.0017,4.84,137.06
6292,267.05,0.347,0.52,0.41,258.7,225.93,486.27,0.0053,2.092,45.83
6293,277.91,0.298,1.36,0.48,218.7,212.89,922.6,0.0034,4.49,112.56
6294,137.69,0.394,0.71,0.56,281.7,233.03,769.53,0.0056,1.755,38.75
6295,279.8,0.415,0.6,0.64,178.1,197.07,439.38,0.0048,2.044,61.29
6296,236.23,0.419,2.91,0.57,195.2,163.22,2163.75,0.0053,9.727,278.9
6297,227.54,0.42,2.63,0.81,199.3,177.17,2128.69,0.004,8.472,248.41
6298,152.81,0.328,2.8,0.51,233.6,224.41,2170.6,0.0038,5.018,131.37
6299,167.67,0.274,0.99,1.07,214.7,266.48,564.91,0.0013,1.752,45.29
6300,258.57,0.22,1.97,1.17,192.0,255.21,883.25,0.0007,3.046,119.17
6301,87.19,0.418,2.15,1.18,186.8,194.58,1655.83,0.0038,2.278,78.63
6302,165.15,0.357,0.64,1.01,291.0,260.49,642.8,0.0026,1.755,36.13
6303,246.85,0.142,2.97,0.67,183.6,298.94,786.04,0.0005,3.28,104.59
6304,211.92,0.236,2.59,0.62,193.6,223.38,1125.97,0.0017,3.801,133.55
6305,83.33,0.472,0.57,1.13,232.1,246.23,591.66,0.0057,0.827,19.2
6306,296.42,0.234,0.75,0.87,233.2,274.15,391.36,0.0012,1.997,52.16
6307,69.3,0.324,0.92,1.17,233.1,288.5,719.31,0.0026,0.895,20.72
6308,61.67,0.383,0.76,1.02,281.5,311.45,812.6,0.0049,0.823,17.39
6309,277.07,0.479,1.61,0.81,167.4,144.08,1307.1,0.0044,6.094,199.77
6310,221.32,0.36,1.61,1.02,197.9,183.75,1133.76,0.0021,4.671,123.55
6311,119.87,0.464,1.8,0.92,290.2,192.59,2582.54,0.0052,4.751,96.6
6312,98.54,0.361,0.85,1.03,187.6,258.71,552.29,0.0032,0.96,31.64
6313,204.64,0.24,2.66,0.5,245.9,219.27,1588.27,0.0018,5.424,130.14
6314,171.67,0.49,1.14,1.01,257.6,197.97,1501.26,0.0046,4.386,98.26
6315,129.92,0.117,2.42,0.44,183.6,360.63,502.01,0.0006,1.148,38.33
6316,268.85,0.373,2.98,0.82,158.1,174.26,1657.82,0.0029,7.759,296.37
6317,179.55,0.474,0.73,0.69,225.9,191.56,793.28,0.0057,1.992,65.19
6318,214.02,0.215,1.35,0.53,228.6,250.9,640.1,0.0015,2.283,57.06
6319,254.41,0.29,2.06,0.57,212.4,207.78,1167.23,0.0027,5.669,147.48
6320,259.3,0.313,2.74,0.99,158.3,208.63,1398.33,0.0018,5.929,218.29
6321,208.41,0.392,2.41,0.41,251.0,182.46,2451.16,0.0072,9.033,197.83
6322,64.3,0.433,1.0,0.78,223.0,259.58,1004.37,0.0075,0.98,25.59
6323,205.36,0.135,2.47,0.82,180.9,302.88,573.41,0.0004,2.228,72.07
6324,151.32,0.236,2.62,0.86,250.1,258.91,1500.42,0.0011,3.749,91.37
6325,131.01,0.304,1.5,1.03,265.2,236.97,1179.49,0.002,2.867,57.89
6326,81.05,0.441,1.85,1.08,269.0,219.57,2182.92,0.0049,3.079,68.69
6327,279.34,0.205,0.72,0.4,215.7,280.22,294.0,0.0019,1.433,38.69
6328,115.77,0.443,2.11,1.06,279.1,195.3,2269.79,0.0043,5.389,113.34
6329,251.14,0.307,1.18,0.52,232.9,220.29,798.16,0.003,3.472,91.57
6330,272.15,0.186,2.4,1.06,268.9,246.13,1249.26,0.0006,5.633,117.4
6331,255.88,0.163,0.88,1.05,193.5,324.92,252.19,0.0005,1.307,36.74
6332,265.42,0.369,2.35,0.54,207.6,195.61,1918.65,0.0045,7.658,215.08
6333,152.0,0.313,2.56,0.43,298.0,216.24,2406.84,0.0045,6.911,115.3
6334,54.61,0.395,1.74,0.63,219.2,283.15,1440.46,0.007,1.491,38.96
6335,220.56,0.386,2.05,0.46,158.9,184.06,1304.88,0.0057,4.874,174.98
6336,74.14,0.39,1.11,0.82,193.9,258.71,913.95,0.0049,1.034,30.83
6337,188.45,0.158,1.17,0.82,191.2,322.17,350.7,0.0005,1.16,34.86
6338,267.44,0.247,0.79,0.6,181.3,261.92,382.6,0.0018,1.672,50.24
6339,200.54,0.356,2.4,1.04,191.5,206.2,1533.96,0.0021,5.241,178.97
6340,147.75,0.421,1.35,0.63,247.7,201.05,1285.47,0.0055,3.511,85.13
6341,130.57,0.461,1.2,0.96,174.7,207.44,1001.63,0.0044,2.046,68.67
6342,272.96,0.113,2.33,0.74,253.3,359.02,684.09,0.0003,3.266,74.77
6343,228.47,0.41,2.47,1.08,197.5,191.73,2132.08,0.0027,7.311,225.21
6344,161.61,0.423,1.27,0.64,191.7,213.58,962.21,0.0054,2.489,88.64
6345,156.0,0.325,2.41,0.54,154.9,216.34,1346.79,0.0034,3.117,111.27
6346,203.79,0.489,2.0,0.76,153.4,161.62,1403.48,0.006,5.091,205.36
6347,122.5,0.239,0.88,1.09,247.8,320.77,514.02,0.0011,1.059,22.97
6348,129.48,0.29,3.0,0.63,192.4,220.83,1641.13,0.0027,3.874,122.55
6349,58.86,0.358,1.83,0.47,168.7,288.13,1004.78,0.0079,1.202,36.78
6350,88.61,0.365,2.55,0.4,205.3,228.58,1758.14,0.0083,2.894,83.99
6351,221.44,0.284,1.75,0.62,199.4,216.17,1053.91,0.0022,3.986,112.65
6352,197.68,0.318,1.3,0.72,283.1,236.65,1327.19,0.0025,3.797,86.53
6353,72.81,0.22,1.43,1.06,297.1,364.96,1004.48,0.0012,1.152,22.47
6354,94.53,0.403,1.58,1.08,280.5,237.2,1888.51,0.004,2.988,58.85
6355,290.59,0.409,1.16,0.62,188.1,174.28,915.73,0.0046,3.897,130.96
6356,109.8,0.457,2.89,0.66,242.5,194.83,3315.79,0.0082,5.198,135.61
6357,156.7,0.296,0.88,0.66,216.8,268.62,544.18,0.0023,1.536,37.81
6358,194.65,0.321,0.74,0.55,166.6,254.92,380.59,0.0032,1.33,45.78
6359,130.01,0.218,0.57,0.85,284.7,341.45,342.55,0.0012,0.756,18.19
6360,276.73,0.245,2.38,0.43,258.2,216.08,1484.42,0.0025,7.046,161.49
6361,201.55,0.307,1.7,0.86,155.8,230.11,792.08,0.0019,2.582,94.53
6362,234.93,0.166,1.92,0.62,227.3,300.9,795.7,0.0008,2.719,77.24
6363,208.54,0.388,2.53,0.48,254.5,185.59,2621.61,0.0054,9.828,198.04
6364,115.08,0.36,0.59,1.0,174.5,262.47,342.81,0.0029,0.687,24.04
6365,230.57,0.195,2.52,0.94,263.4,261.96,1364.09,0.0007,5.321,103.98
6366,210.02,0.481,0.84,0.51,219.3,185.23,840.36,0.0078,3.089,87.18
6367,230.38,0.395,2.85,0.73,279.2,181.42,3114.92,0.0035,12.615,257.92
6368,129.24,0.369,2.58,0.66,175.4,194.73,1736.16,0.0041,3.684,126.02
6369,293.39,0.199,2.28,0.83,276.6,228.76,1279.77,0.0008,6.179,133.79
