material_to_cut,blade_material,cutting_angle_deg,blade_thickness_mm,cutting_speed_m_per_min,applied_force_N,operating_temperature_C,lubrication,friction_coefficient,blade_lifespan_hrs,wear_estimation_pct,cutting_efficiency_pct,performance_score
Steel,Carbide,9.628252443542973,5.458351474594295,196.40159184933103,1707.6042710657293,72.60457135723425,True,0.447,1.44,42.5,67.3,48.8
Titanium,Carbide,16.169438433453767,7.819771859732211,29.343653285593696,160.31557559588123,225.00515291082374,True,0.479,1.21,7.9,73.7,57.3
Titanium,Carbide,20.735842017253063,5.930525741992972,124.44403934727931,732.6689928383186,533.5377517582291,False,0.814,0.93,62.0,80.1,32.3
Steel,Carbide,22.34063197553368,2.5356094267600175,113.60971497098151,1524.6838663086603,157.13603252576894,False,0.69,1.55,47.7,76.5,33.5
Steel,HSS,7.102382597047933,9.121454260893817,87.70560947264906,1338.3869460202109,374.515621205162,True,0.453,0.37,28.8,81.8,55.6
Titanium,Carbide,12.127490325864908,9.121306449110083,173.28375974471135,1844.7065954455359,303.002824851127,False,0.809,0.69,72.4,62.4,24.7
Aluminum,HSS,17.792888838717403,4.5830301172411145,123.63374304108576,1217.2399546104768,494.7425939043854,False,0.548,2.7,51.8,83.1,36.6
Titanium,Carbide,5.694457361873044,9.31122095424752,76.36089120203502,1312.4867217934077,40.91103238516517,False,0.79,0.81,44.0,76.5,34.3
Titanium,Carbide,18.81230400301654,8.06387230804065,99.93872690067803,1439.3996042332622,493.36531113394346,False,0.792,0.95,61.2,78.9,29.7
Aluminum,Carbide,15.560677656076543,5.206409846896185,84.22464032909988,453.7811383398604,98.71711978525384,True,0.294,8.09,14.2,90.1,73.4
Aluminum,HSS,10.771325584400529,4.652044787402028,97.4154093889001,1531.1636223505834,28.74205748234669,False,0.485,3.23,43.4,84.9,39.2
Steel,HSS,21.29308901188101,9.801141595088808,32.82784226191183,669.7903132279041,365.3904633195685,False,0.717,0.5,40.2,70.6,34.0
Steel,HSS,10.801014245915503,7.701015704890487,40.144846919045904,906.5522421247168,170.01182865835275,False,0.708,0.52,31.7,70.8,37.2
Titanium,HSS,24.828300924076068,5.030479638169601,132.26450299464977,126.61235298797159,431.38085658594156,False,0.81,0.22,49.2,74.9,33.2
Aluminum,Carbide,21.327403782266806,7.135871103846441,143.13230793135892,1702.7752690587054,292.47424245639843,True,0.241,6.48,37.0,80.1,62.9
Steel,Carbide,19.159610027661753,6.572209592298951,134.5916747480536,1911.6364988385735,371.20394344217334,True,0.391,1.65,44.5,78.8,51.6
Titanium,HSS,6.22695115925292,6.196320181631686,157.35357153149704,214.36280725110333,420.02967029369336,True,0.478,0.22,34.9,75.4,50.2
Aluminum,HSS,23.08620743974547,7.1576151904947505,189.8361238659933,1306.8803415632162,557.6181956436176,True,0.304,2.96,49.2,63.3,47.8
Titanium,HSS,20.80110611475102,6.301010577442895,174.91129524067793,1925.4794847003952,497.4040161467251,False,0.848,0.23,75.1,60.5,20.6
Steel,Carbide,9.580501585836046,7.238322829491045,95.33172428682381,1253.1114976936576,307.164962650269,True,0.391,1.6,27.1,85.0,55.5
Steel,HSS,12.84496362653778,9.260548497789113,59.157764645829566,1616.1068756573425,274.0492114930846,False,0.666,0.44,42.7,73.3,31.8
Aluminum,HSS,10.372631032382857,9.946119745162175,76.13339808822523,324.44469118428026,399.712129077345,True,0.268,2.77,21.8,84.2,62.1
Titanium,Carbide,24.68832068362133,7.674294986784107,125.79346783015258,565.214568438615,445.44979088456,True,0.483,0.91,31.4,76.1,53.9
Aluminum,HSS,22.08392889611119,9.422566414003462,174.11750020236204,756.8962262503999,120.1390577559083,False,0.522,2.95,48.9,67.0,34.9
Steel,Carbide,23.60450605390205,8.867282031063633,146.31034223135848,1964.21663434522,38.86420744678229,False,0.683,1.65,53.8,65.8,29.7
Steel,Carbide,20.775484727508598,4.360299183850233,117.74235885843217,1585.3781436931613,283.69865405272867,True,0.425,1.56,34.7,79.3,53.4
Titanium,Carbide,14.12696482140495,9.463263864344285,128.3381047208062,1782.7594520398163,77.68281091995733,True,0.444,0.92,34.7,76.7,53.4
Titanium,Carbide,9.1086849962937,2.566472000420972,115.08701847109478,1025.4451974016172,178.18544019318182,False,0.762,0.82,49.7,80.5,34.2
Titanium,Carbide,9.161603138194677,4.639374568348359,194.89295203933338,1461.9301768434154,359.1489676305372,False,0.786,0.77,73.3,60.9,21.9
Aluminum,HSS,8.03365696733354,7.1195594808384,166.89646140600087,1489.9733914483884,107.84217911883725,False,0.526,2.71,47.8,68.0,33.7
Titanium,HSS,15.93299100606794,6.215323567161136,160.62989877220676,1180.9538156057286,36.525963332331266,False,0.779,0.23,49.1,72.5,32.8
Titanium,Carbide,23.39933045727285,6.339299142634901,113.11921763547176,1768.1413863382934,341.66846105481477,False,0.795,0.83,64.3,73.2,30.1
Steel,Carbide,24.835961400915323,8.359106638409983,79.72570236251744,400.6773293201787,290.4119791549155,False,0.672,1.83,39.8,78.0,37.8
Steel,HSS,10.745996000735296,3.5576294582895382,23.512536980796895,209.28741074371936,197.65577883328393,False,0.668,0.61,20.8,68.0,38.5
Titanium,HSS,18.946290805934588,9.856604079739668,27.81740438474958,677.7073418097293,291.8957702258052,False,0.814,0.32,36.5,66.7,32.7
Titanium,Carbide,16.941960312207556,5.499665818377364,25.442826529240072,267.71644013180105,416.4431308367254,True,0.463,1.35,9.6,76.3,59.3
Steel,HSS,14.778722337526222,9.598746118444762,196.48581801999055,214.60070904534516,83.22042698095012,False,0.658,0.35,46.6,66.2,29.6
Titanium,HSS,18.31537287624083,5.064926915974661,40.60682092422029,896.2706140981653,168.29987737882638,False,0.757,0.29,34.2,78.8,37.9
Aluminum,Carbide,12.427260379601378,6.814293350813085,45.58139353564545,480.96080091376115,481.077058642609,True,0.33,7.43,15.4,80.6,67.3
Aluminum,HSS,23.889695501868992,5.602491770585089,107.146997742458,1601.280244541752,408.6711619126614,False,0.45,2.93,57.9,77.1,36.5
Aluminum,HSS,19.10897735412674,7.407481310815762,106.65221004076861,1201.5903333344747,174.4270435839397,False,0.534,2.54,38.2,82.3,40.8
Titanium,HSS,20.084021839848894,3.468997835073492,185.59527811131244,785.1264158291721,250.92731391488513,False,0.819,0.23,54.6,61.5,27.1
Steel,HSS,9.848441900121479,5.2050282627238795,33.23589170112615,644.4338694349669,89.45479935115551,True,0.407,0.53,5.0,75.1,57.5
Titanium,Carbide,8.371640069952388,2.5470489768594513,192.30304972820576,1169.9624980345054,166.8140121437054,False,0.822,0.73,56.0,61.3,26.8
Titanium,HSS,12.886815861886461,6.784811335920108,58.9502429013816,924.6039876438244,507.86806775375993,True,0.474,0.27,26.0,79.1,55.3
Steel,Carbide,20.33344970672308,9.701453588712983,194.62768567486995,205.8968424509062,275.43817337021346,False,0.712,1.66,49.1,66.1,30.8
Steel,HSS,23.77591819505715,2.367252121259086,117.43833778447085,1363.862161247003,391.36985150308243,True,0.364,0.38,35.0,76.5,50.9
Steel,Carbide,13.546596519480156,7.277040196012532,137.3622942675854,1049.539416674248,112.65005301690836,True,0.424,1.74,28.7,85.2,58.8
Aluminum,Carbide,20.48313584994332,8.200783709101277,76.8311790789165,626.1092305432664,126.31728511162012,False,0.489,7.84,32.6,83.4,53.3
Titanium,HSS,14.408152389336191,3.704867393421031,130.12831119792713,651.7886967186963,565.7342493236897,True,0.465,0.2,34.7,77.8,50.3
Steel,Carbide,10.904564991109275,4.184594346948376,147.9493603818916,960.2907272317152,508.03148198831263,True,0.447,1.55,42.2,78.1,50.0
Titanium,Carbide,19.785303014516952,3.6126486899202828,21.866630112615,1672.425677905706,478.3918403203129,True,0.543,1.43,28.0,70.4,53.7
Aluminum,Carbide,20.964042679626544,4.37930109341046,26.161116532706718,903.7961025978728,211.162364607376,True,0.339,9.36,6.6,74.3,71.6
Aluminum,Carbide,9.056815881613606,2.8806604735469934,197.56586214889387,1695.2035800041886,346.398470934529,True,0.335,5.77,45.7,60.0,54.4
Steel,Carbide,11.103390040906614,4.962782970283379,102.36027888070677,907.2401057251035,305.5578157760136,False,0.675,1.74,45.8,84.4,35.8
Steel,HSS,14.895536869473245,4.951433562515159,188.44715457857984,1676.835015140629,574.6137809037049,False,0.72,0.34,75.5,59.9,21.2
Titanium,Carbide,8.730436595337533,8.458139652843272,151.38157102700035,1869.9069319502703,158.9879695417189,False,0.789,0.77,60.7,67.5,28.8
Steel,Carbide,23.57668597507585,8.407666524805748,87.13429543412936,139.09036931680802,569.3951261615291,True,0.406,2.07,21.5,79.8,57.6
Titanium,HSS,16.826678251214968,8.373786906474919,47.15156083853537,218.2757832225362,429.9732543589217,False,0.865,0.28,39.1,72.1,35.4
Steel,HSS,7.4240655474338535,6.536287305751443,196.06731194903813,354.63666191694165,259.94109602332935,True,0.36,0.32,34.9,68.4,48.8
Titanium,Carbide,8.680597293649242,4.607045494930676,125.20932627770969,332.02891079556645,174.48581954774053,True,0.494,0.82,17.7,79.7,58.7
Titanium,HSS,24.08710690649689,5.28771613120347,54.62419220632998,963.5079783966298,459.2649497820034,True,0.492,0.26,27.1,76.3,50.8
Titanium,HSS,19.763371713932365,4.541948038096654,142.69753645305445,1551.6647359353165,497.30225750691807,True,0.505,0.22,45.0,71.1,45.6
Titanium,HSS,19.68810169009972,6.655423239845771,36.56873176946081,1926.5239888165822,227.36588175067928,True,0.504,0.33,22.2,71.7,53.1
Aluminum,HSS,6.44997188010109,9.503832970509329,176.2467103532287,893.7835465387967,119.6903484592292,True,0.315,2.42,25.4,68.5,54.7
Titanium,HSS,22.90597675417894,4.275974272445714,36.22472250596101,1408.1141594716937,305.501854729841,False,0.812,0.37,38.7,69.6,34.6
Steel,HSS,13.874707251172092,5.670814541169038,62.51498449241041,1307.4631324476716,291.7313515993083,True,0.397,0.5,27.2,78.7,52.4
Aluminum,Carbide,18.194346452798523,7.240935441114721,36.457544976927565,847.0487158005005,440.73349813191635,False,0.502,7.85,38.3,79.3,48.6
Aluminum,Carbide,24.193784382280278,8.757559294364661,38.68169903290384,1470.1346859163502,584.4472154033244,False,0.525,9.74,52.7,70.2,46.3
Titanium,HSS,7.000247607131138,4.026671365127719,114.29014765865287,1224.7070583818936,328.1436733820056,True,0.46,0.23,28.6,78.7,54.4
Aluminum,HSS,14.645529189731574,4.2423196078431245,143.6581644606906,1543.8850901614273,444.39718736519603,True,0.311,2.71,37.0,78.7,53.7
Titanium,Carbide,5.992254733238635,9.08132425804749,161.92672100227165,467.93253678146743,223.33619946815747,True,0.506,0.68,27.2,66.8,52.0
Steel,HSS,14.990908466474309,2.642064959886424,145.10995212837682,784.5156320127134,367.75335096557376,False,0.69,0.43,49.5,72.8,32.0
Titanium,Carbide,10.045188209751421,6.843580847737701,85.42816616649276,1375.3216361883256,86.8902006557695,True,0.527,0.9,21.7,82.1,56.9
Aluminum,HSS,23.22131058547741,8.883643328767896,120.31180166846957,337.12657877454285,492.66176840994,True,0.317,2.82,33.0,79.4,58.1
Steel,Carbide,12.969849885461738,9.373942002812267,186.97953339708152,1563.7553791793196,219.70805289804343,False,0.653,1.79,60.2,61.7,30.3
Titanium,Carbide,17.67744892104158,2.10149803386295,89.76379083573002,353.5355673248088,66.42398157397017,False,0.803,0.91,29.5,80.9,37.5
Steel,HSS,22.205745296290978,4.957327819953474,65.43278642506226,716.4628869649891,594.5256019920967,True,0.397,0.44,29.6,76.6,51.4
Steel,HSS,24.673837168343532,4.058118288968373,113.47748400096566,551.3044793363763,543.0371728032735,True,0.389,0.35,35.6,79.5,53.2
Aluminum,HSS,15.07638740657092,6.544260710197785,73.52033813157763,215.87256707255793,134.51134049189886,False,0.471,2.63,29.7,87.0,42.5
Steel,HSS,14.115154057229118,7.062898214509034,67.12706935313766,614.2479900918604,230.6570731637664,True,0.477,0.43,13.3,81.4,56.8
Aluminum,Carbide,6.514792905929174,9.99819582084423,160.18459422558738,1831.8712976390957,563.2962639976234,False,0.476,7.18,66.7,62.4,37.1
Steel,HSS,5.254778866744301,6.102099975191405,180.35045433155645,151.16442920267576,481.8706621386268,True,0.416,0.39,40.4,64.0,47.2
Titanium,Carbide,17.176041849969923,6.411735029898158,110.4170028948113,131.974968351825,545.7190880496574,False,0.81,0.74,46.9,84.5,37.5
Steel,HSS,6.309287042952921,5.314508062445135,160.3609187541245,1438.1070110373335,346.27887149717014,True,0.399,0.39,45.4,69.4,47.7
Titanium,Carbide,12.607578740769465,3.1814179027086054,53.67609671550342,797.0528384560403,161.00740787265687,False,0.775,0.94,34.2,79.7,38.7
Titanium,HSS,5.07212872212923,4.426597122244788,118.57574234645261,536.5080498621664,151.6910458558949,True,0.461,0.21,22.6,77.2,55.7
Steel,HSS,17.304549979313414,3.9758793416882545,134.51598968701987,1066.8570873069582,324.88870743777375,False,0.683,0.44,56.5,74.7,28.8
Titanium,Carbide,13.508303208809924,8.409757530786736,108.31955020701896,606.683520206137,555.9199832596709,False,0.816,0.95,54.3,84.0,35.5
Steel,HSS,7.540415395725757,6.366531372418499,41.03843894267532,844.8340528123565,386.32044996755445,True,0.394,0.58,16.4,75.5,57.6
Steel,HSS,10.927352136816442,4.3695490417227365,152.13804172743392,1459.1391385168797,39.94650669919284,False,0.746,0.36,52.8,71.4,29.3
Titanium,HSS,16.393213979438492,5.912743223148026,171.03407189410987,322.12342251777494,345.0759222401302,True,0.474,0.23,30.2,70.7,49.6
Titanium,HSS,18.13426736019954,3.750919064763324,134.3407258966626,1923.3467951263874,372.89570960033166,False,0.849,0.23,69.0,70.8,27.5
Aluminum,HSS,14.246717593268936,3.4810172045857435,50.44898029102892,180.80450011120195,357.3019190224275,False,0.498,3.34,31.7,76.8,43.5
Titanium,Carbide,21.079182321818916,8.879537897935087,33.41943917273774,1632.420975123634,420.82418076143847,True,0.435,1.0,24.7,73.4,52.2
Aluminum,HSS,7.248808234059714,9.558486835729111,74.2887034714062,1476.7232685076797,190.2380271696657,False,0.481,3.16,42.5,77.4,37.7
Titanium,Carbide,6.690914452248156,2.640116862615903,26.658220133075503,635.9701965423893,103.38387901043652,True,0.496,1.27,8.2,69.9,57.1
Steel,HSS,5.884885380356167,8.119061657491365,171.0594218815281,324.81341794928824,455.02820478981374,True,0.389,0.34,31.3,63.9,49.9
Titanium,HSS,15.716556788988845,5.626492291418321,146.55087921263765,1719.5123825690719,133.88479100439164,True,0.479,0.23,33.1,73.3,48.8
Steel,Carbide,19.12463408468916,5.111773130466027,121.46395898011328,1391.2620901921737,86.21219704300994,True,0.431,1.55,22.5,85.6,58.0
Steel,Carbide,7.610427988450594,7.515290476382568,180.13385062707172,652.6743247164416,228.43876884521444,False,0.711,1.49,52.6,64.5,31.4
Steel,Carbide,17.77891243710785,4.130029482674925,39.8168299586128,132.16542617351948,502.9973878695607,True,0.437,2.09,17.6,75.9,57.9
Aluminum,Carbide,14.538955323790695,2.164649810268699,148.60275497768598,1883.1316504992878,67.6228185906179,False,0.507,7.69,52.0,72.5,42.9
Titanium,Carbide,24.746890003022305,3.71202278256012,46.393797247971506,868.0810162739276,133.4255880700705,False,0.77,1.11,34.2,67.6,36.0
Steel,HSS,19.34947218532823,3.4794006136733513,30.966576818363272,434.90700927966424,295.6504393865822,False,0.692,0.56,35.1,71.5,36.8
Steel,Carbide,18.149466703832516,2.2723950524285,43.92281132684579,1832.484496152426,186.83524333737887,False,0.7,2.37,47.5,70.2,34.2
Aluminum,Carbide,16.40899469744689,4.57052332821057,191.16921632755123,782.13922426989,438.5633851767634,True,0.313,7.0,37.3,70.5,59.6
Titanium,HSS,24.947323630994077,5.796148268113119,99.27800923844703,980.1781178954349,411.44340750530375,True,0.458,0.23,26.6,78.2,51.8
Titanium,HSS,24.609183417091547,7.886629576404627,28.819225320110352,1427.3754604294386,508.65949054373965,True,0.479,0.36,27.6,69.6,49.4
Aluminum,Carbide,15.762302509890432,4.605290603940775,125.05423668587007,1656.8957713653451,138.2290416445157,True,0.357,8.05,33.0,84.4,68.8
Aluminum,Carbide,14.103666946685234,3.5563221252619472,55.94853190386161,290.3377226184411,396.37287761405537,False,0.528,7.09,33.2,82.0,49.7
Titanium,Carbide,14.242298454035048,3.844958154028843,21.230553846758042,1807.480417683225,469.3460105405227,False,0.826,1.24,45.9,70.1,34.7
Aluminum,HSS,13.566847806467312,9.129416633293715,156.50944299992173,1871.825464434721,56.346931211749165,True,0.298,2.86,29.6,74.9,57.3
Titanium,Carbide,15.627966139926443,3.63776325133895,47.87535420557555,592.612480661827,41.35730674824846,False,0.806,1.11,28.8,79.5,39.9
Titanium,HSS,10.471685356287415,9.033925340132082,189.64756502477772,1045.0370858897127,344.36983607525286,True,0.48,0.21,43.7,60.3,44.6
Steel,HSS,23.535775662288533,5.576791963902363,126.70397638158309,1729.963135003616,360.955765478392,False,0.714,0.42,60.2,73.9,30.2
Steel,HSS,14.804601629238705,9.475203458788211,35.65924805731524,1025.961830550564,247.8290806294271,True,0.383,0.49,17.8,73.6,55.9
Titanium,HSS,21.840156236772184,5.264737090437589,59.2083971609893,1015.7516856941131,40.922522175825335,False,0.776,0.27,36.3,79.6,35.6
Titanium,Carbide,14.5060734933524,3.4214634704465388,129.95203470677194,1275.1940607136266,253.11465580759452,True,0.438,0.88,29.2,83.0,53.6
Titanium,HSS,19.36580547820486,6.392239433690701,80.86029104872586,1558.1346941239904,392.4113538619065,True,0.502,0.31,35.0,83.7,53.0
Titanium,HSS,11.7376392895316,6.701652822792542,115.78574918883673,1364.6730330118373,427.09064305856293,False,0.822,0.25,58.8,75.8,28.8
Titanium,Carbide,17.49613715466521,7.0839144261861575,163.9121683873466,1290.4766196221708,305.81905488690836,False,0.781,0.86,59.4,66.0,29.3
Titanium,HSS,14.967428909018388,5.291973747756217,162.66827148275956,806.1755352513892,324.514486906903,False,0.779,0.23,54.3,70.1,29.3
Aluminum,Carbide,12.342285130672197,2.3888107263559615,145.63762471695128,1297.14004069578,410.15108001768306,False,0.522,6.34,62.1,72.0,40.0
Titanium,HSS,22.63112522136002,7.013759383596096,179.4897751033975,296.21845880127256,280.5953815262559,False,0.821,0.23,50.6,62.6,28.2
Aluminum,Carbide,7.254233654978179,9.464241234135773,55.884924484021326,878.1604220147574,172.83867023363774,True,0.349,7.51,12.5,80.1,70.4
Aluminum,HSS,14.738462966382206,9.660469028045842,51.90346793918255,457.8674373038127,149.32253506485125,False,0.475,3.2,26.2,75.3,43.9
Titanium,HSS,8.887381465322735,6.775082942888117,163.8829129256175,1121.3788993238222,456.5966881943835,True,0.477,0.22,48.7,68.2,44.0
Titanium,Carbide,22.22110182435183,2.1590961436354545,77.76008232100682,597.8858567394029,302.7782092458467,False,0.804,0.84,44.7,76.3,33.5
Aluminum,HSS,10.069386894313268,2.8483078467904983,112.19283436024062,1061.2761614765282,381.9698772862882,True,0.317,3.1,32.8,84.7,59.9
Aluminum,HSS,17.668606802236432,8.671924206155541,153.9113867695182,1576.9175604008099,293.2413594963014,False,0.529,2.37,54.2,71.1,34.9
Titanium,Carbide,8.311270301707081,8.637955501226738,91.2678246729826,924.5861196588564,494.9257015258164,False,0.796,0.95,49.0,75.6,33.2
Titanium,HSS,13.098273389416732,9.568124842146897,43.429214034958406,515.5844597015187,308.17146168218335,True,0.487,0.34,12.0,71.9,53.7
Aluminum,HSS,22.987143912987285,6.510195382934505,142.3022963217125,523.6651815080038,593.0716818755072,False,0.491,2.43,53.6,77.1,33.3
Aluminum,Carbide,8.32128888803881,8.910530355747513,167.08868963263234,1821.8834515763356,160.71067653735238,False,0.457,7.34,52.6,67.0,40.6
Aluminum,Carbide,18.263916506966794,8.599095405455017,22.30351104455645,1583.7190527873945,100.34547859662722,True,0.275,10.37,13.8,73.5,73.1
Steel,Carbide,9.090207411119096,6.715366449656801,121.25938091559405,169.4880684967705,236.68598096994506,True,0.406,1.87,23.2,86.8,59.6
Aluminum,Carbide,13.314981050643318,8.26910042693643,104.49291663156146,1891.1733356909056,552.8208342278721,True,0.317,6.58,43.5,84.9,62.6
Steel,Carbide,15.812337687491986,3.0056843560997715,66.72728117491235,313.87385570817827,514.3413070539286,True,0.357,1.72,23.2,81.6,58.3
Titanium,HSS,16.546128363794956,7.113622055040962,48.98514208158707,1340.5905319219044,163.4647200730307,True,0.497,0.34,16.2,81.7,55.7
Titanium,Carbide,17.050226751063107,9.627607650697552,53.84671603239984,1147.8558549971567,367.8245895536748,True,0.497,0.96,26.9,78.3,54.2
Aluminum,HSS,17.802628307818445,3.295659987515262,150.495173160448,188.67841088757103,361.58504834346627,True,0.286,2.39,30.5,77.6,57.8
Titanium,Carbide,10.43537395347595,7.952341454400009,116.51512414585156,660.8292230160246,190.17019902036944,True,0.537,0.92,22.3,85.9,56.6
Titanium,HSS,13.027349714343181,4.566286378747077,196.60778864029024,1574.1218468140466,156.52137392766593,False,0.808,0.18,61.5,59.7,24.1
Titanium,HSS,5.746373271501288,8.536831389742641,63.78154368538762,683.0716968783904,246.22870211334654,True,0.487,0.29,14.2,72.9,55.2
Titanium,Carbide,20.3751395306275,7.5776874696453405,192.2427518217944,1012.6315482371797,477.39890446713906,False,0.795,0.69,67.6,65.6,25.1
Steel,HSS,21.74199003577805,9.409394060852987,112.71972068090724,1426.10603076378,131.19472410048644,False,0.645,0.42,46.1,79.6,36.0
Steel,HSS,8.98473526971091,7.695483357551162,46.284747976819574,235.98840335862596,278.5195944015994,True,0.4,0.51,8.8,74.9,58.7
Aluminum,Carbide,9.028879292593636,5.282484759702893,46.67222768587277,1681.9508556306116,299.38515810285094,False,0.476,7.35,42.5,78.0,45.5
Aluminum,Carbide,5.840728043808414,2.0871402759226063,129.5422382882284,179.0042416610388,564.6923397891363,False,0.52,7.19,47.7,72.3,45.3
Aluminum,Carbide,24.40767645584975,8.343335174166626,169.65609439374063,598.5361520805805,196.04302753748377,False,0.484,7.01,49.6,70.5,44.4
Titanium,Carbide,21.14373136234458,5.267719733243244,154.5880745456326,1549.8278046945106,31.395012159116156,False,0.809,0.87,55.5,72.5,29.4
Titanium,HSS,12.214064058120641,7.365072758678878,138.01292167440798,1832.5627882243343,422.3641206746757,False,0.751,0.22,66.3,70.0,24.9
Steel,HSS,14.638165429396505,2.84053184998735,50.97945124788299,1544.6530588811468,458.35907139333807,False,0.741,0.52,47.2,71.6,30.2
Steel,HSS,10.839339213017372,9.12774908718124,39.50120103876901,531.2987817169292,427.7587870269052,True,0.441,0.48,18.4,75.0,53.4
Aluminum,HSS,16.94487936644169,5.485262379252041,20.044644267525957,1972.875259483211,426.4286090887617,False,0.499,3.58,44.2,73.1,36.8
Steel,HSS,19.346168246670167,9.357533870469455,38.32289502210851,885.335032211456,300.2719007069066,False,0.686,0.53,38.4,68.5,33.6
Steel,HSS,13.94736955983744,7.656139470355928,157.94598934700912,815.2573009653685,30.823266598807134,False,0.725,0.37,43.9,77.6,33.7
Steel,Carbide,22.47188386583247,2.9716980967844258,181.14471487802678,1743.9474491414733,443.35242570121164,True,0.404,1.57,46.7,60.8,46.3
Steel,HSS,15.3405172443762,6.633572907261594,63.263082593975334,225.79705520333243,563.1817096494564,False,0.684,0.4,37.4,78.0,36.8
Steel,HSS,7.885065381556215,9.279475583534298,163.08096328101547,1156.554714776639,111.28408621051206,True,0.413,0.4,34.6,69.3,50.7
Aluminum,HSS,17.445827516752832,8.39976447906745,55.792777809436586,1934.6891190528224,59.39027026846903,True,0.344,2.88,24.7,82.3,59.9
Aluminum,Carbide,14.244619318156051,5.34384326061,64.86890300447627,290.2476382058248,173.8190673707355,False,0.481,8.22,22.6,87.7,55.7
Steel,Carbide,23.713437261634517,9.640515178031256,60.34845699059648,1127.6131971110847,512.8804346316581,False,0.72,2.22,47.6,66.9,33.8
Aluminum,Carbide,12.837878418718269,4.148609446412214,29.311383628850834,351.6675723157816,81.56536317461526,True,0.277,10.07,5.0,78.0,77.2
Titanium,Carbide,13.05731478300208,5.000861626546526,54.931028258029656,1790.958130584934,434.7976723910228,True,0.417,0.93,30.2,79.8,55.5
Steel,HSS,18.015467795632205,7.997713386294387,87.23780202931567,1216.7219345259693,56.50951182897282,False,0.712,0.45,35.0,86.4,38.8
Titanium,HSS,15.53972436652856,3.8632364577241285,92.98454876989223,545.7464292453243,39.01762874630437,True,0.454,0.24,15.8,89.2,58.0
Aluminum,HSS,12.488997550768698,6.1229957596763835,75.70395450076924,683.3817251117231,536.95508811261,True,0.291,3.39,21.8,87.4,60.7
Aluminum,Carbide,24.79548831360179,7.830313520833235,112.65055141589603,1081.5988492487384,466.9249351201865,True,0.325,6.36,37.3,75.0,62.5
Titanium,HSS,11.043710199988336,7.151742129138785,88.03968184996822,1478.1614013224396,367.17932841073053,False,0.773,0.23,56.4,83.8,32.5
Aluminum,HSS,10.55057583970057,3.242959312967746,194.66563631133536,1026.2389997452046,119.75724718933994,False,0.488,2.33,48.2,66.9,32.0
Steel,HSS,22.288552570442068,7.037282529022677,165.32308177962767,459.60529327680666,181.73220211349047,False,0.719,0.39,45.3,73.4,32.9
Titanium,Carbide,5.067458871011111,6.581684230440858,187.57592226972594,1445.4493119922117,48.19060468038572,False,0.786,0.67,60.8,64.1,28.0
Steel,Carbide,9.025063218098152,6.4627586003129,120.33685031828657,324.89108904882,394.3104546629509,False,0.703,1.85,49.7,78.0,36.8
Titanium,Carbide,16.808933765239523,8.608377492297969,142.10113316983535,1637.8738681421598,417.92977590350756,True,0.476,0.73,45.5,74.6,48.3
Aluminum,HSS,8.249010556893296,3.4711681802001113,50.001747518214984,851.6402221197178,209.54908184399895,False,0.496,3.25,33.1,77.0,41.2
Titanium,HSS,24.716078454471763,8.01252789634758,155.50143630268386,1340.1501119989928,216.28146383289442,True,0.474,0.25,41.5,65.0,47.1
Titanium,HSS,14.28391244843262,8.087408141880655,62.4748000097492,754.9302922982905,384.8070349528341,False,0.813,0.29,41.0,80.3,34.2
Steel,HSS,16.947281499211016,7.781163516646947,46.24992699215172,1371.2397099459065,568.4855627893207,True,0.363,0.54,33.0,75.3,49.7
Aluminum,Carbide,8.207469302103863,6.04774650783008,27.534682773049056,1789.4551316317759,248.93146722954805,True,0.292,8.63,23.3,75.2,68.0
Steel,HSS,10.787562017438557,5.1643099819019,105.00144492835376,1432.6681127247048,306.28242357209405,False,0.676,0.44,48.7,84.7,36.1
Aluminum,Carbide,17.29249565358831,5.1574172805830365,71.62206673328305,1375.6770707943197,425.00006306357983,False,0.52,6.79,49.0,79.9,44.6
Steel,HSS,15.991067465727953,7.8704697115379245,197.61089107451394,1539.0805427288055,218.54615417922858,True,0.456,0.32,47.3,61.0,44.2
Titanium,Carbide,20.687278908823323,5.983173620662971,64.97017436284634,1050.4028200979403,523.9378260384603,False,0.799,0.86,49.1,74.2,32.5
Steel,HSS,10.384663571486323,4.707469793847415,175.9777904573577,518.5560739394123,510.7852994999495,True,0.415,0.36,42.1,69.1,48.3
Aluminum,HSS,18.07084293413068,7.003757475242573,76.95897844363898,1649.4918952262972,411.08412990784086,True,0.315,3.33,36.9,79.6,56.1
Aluminum,Carbide,10.819510114977309,8.696090084024135,154.84283341623424,1332.1157939745515,331.41568765691665,True,0.304,6.52,39.9,73.6,58.3
Titanium,Carbide,16.735052394922405,2.492069929346254,138.77143581254694,696.259673029758,590.4421372523058,False,0.795,0.69,60.7,72.4,29.2
Aluminum,HSS,17.10061935370417,9.7770956621715,121.1210398391028,624.1533188720905,427.38070154150455,True,0.307,2.6,27.6,85.3,57.9
Steel,HSS,7.436782227089775,2.7732155166552346,95.02848982173825,1049.8649666536114,393.07143063649966,True,0.41,0.37,33.9,81.8,52.4
Titanium,HSS,15.972662213725322,6.093904965623346,140.79890231202674,493.880741246984,528.5544053869296,False,0.822,0.23,55.7,73.5,28.9
Aluminum,Carbide,5.23876599908365,6.481676352302369,93.31010303903454,1768.653781101981,341.8945910007716,True,0.353,7.27,34.5,77.6,62.8
